issue_url,issue_label,issue_number,issue_date,piece_title,piece_url,author,type
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,"On Yazd, Yogurt, and Zoroastrian Identity",http://evergreenreview.com/read/on-yazd-yogurt-and-zoroastrian-identity/,Homa Dashtaki,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,"Stills from Chapter 1, 2 & 3",http://evergreenreview.com/read/stills-from-chapter-1-2-3/,Sunny Shokrae,Stills
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Introduction to the Iran Issue,http://evergreenreview.com/read/introduction-to-the-iran-issue/,Porochista Khakpour,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,A Mirror for Princesses,http://evergreenreview.com/read/a-mirror-for-princesses/,Daniel Rafinejad,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Preface & Home Proxy Home,http://evergreenreview.com/read/home-proxy-home/,Niloufar Talebi,Preface
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,A conversation with Bruce Benderson and Christopher Stoddard,http://evergreenreview.com/read/a-conversation-with-bruce-benderson-and-christopher-stoddard/,"Bruce Benderson, Christopher Stoddard",Conversation
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,The Puerto Rican,http://evergreenreview.com/read/the-puerto-rican/,Bruce Benderson,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Mr. Snuffleupagus,http://evergreenreview.com/read/mr-snuffleupagus/,Christopher Stoddard,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,"Dear Mother, I am dying and Other Poems",http://evergreenreview.com/read/dear-mother-i-am-dying-and-other-poems/,Ajibola Tolase,Poems
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Lighthouse,http://evergreenreview.com/read/lighthouse/,Ryan Barnhart,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Pop-ins and Floggings: Inside the Senior Porn Revolution,http://evergreenreview.com/read/pop-ins-and-floggins-inside-the-senior-porn-revolution/,Nancy Jainchill,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,All Hail [The Third] and Other Poems,http://evergreenreview.com/read/all-hail-the-third-and-other-poems/,Cynthia Abdallah,Poems
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,God Knows You Are Here for a Reason,http://evergreenreview.com/read/god-knows-you-are-here-for-a-reason/,Lyn Horton,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,A Little Boy’s Dream,http://evergreenreview.com/read/a-little-boys-dream/,Abdulrahim Hussani,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,A Holding Pattern for Living,http://evergreenreview.com/a-holding-pattern-for-living/,"Chris Costan, Karen Schifano",
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Afterthoughts,http://evergreenreview.com/read/afterthoughts/,Okechi Okeke,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,As Far As the Eyes Can See,http://evergreenreview.com/read/as-far-as-the-eyes-can-see/,Lionel Cruet,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Cold,http://evergreenreview.com/read/cold/,Morowa Yejidé,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Urine and Other Poems,http://evergreenreview.com/read/urine-and-other-poems/,Paulann Petersen,Poems
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,“Real Housewives Pointing and Runway Models Falling”: An Interview with Laura Collins,http://evergreenreview.com/read/interview-with-laura-collins/,"Laura Collins, Sarah Bridgins",Interview
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,The Bedouin,http://evergreenreview.com/read/the-bedouin/,Eduardo Halfon,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,"Leave Me, Let Me Live",http://evergreenreview.com/read/leave-me-let-me-live/,Chinonso Nzeh,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Blackplate,http://evergreenreview.com/read/blackplate/,Jason Schwartz,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,The Future of Ruins,http://evergreenreview.com/read/the-future-of-ruins/,Kevin C. Pyle,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,Best Hope,http://evergreenreview.com/read/best-hope/,Bayo Ojikutu,
http://evergreenreview.com/ss23/,Spring / Summer,,S/S 2023,The Festering Mirror: The NYC Photography of Nancy Hightower,http://evergreenreview.com/read/the-festering-mirror/,"Miracle Jones, Nancy Hightower",Photography
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,A STATEMENT IN SUPPORT OF AMERICANS PROTESTING THE MURDER OF GEORGE FLOYD,https://evergreenreview.com/read/statement-in-support-of-americans-protesting-the-murder-of-george-floyd/,Evergreen Review,Statement
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,Without Us: Disabled Writers 30 years after the ADA,http://evergreenreview.com/read/without-us-disabled-writers-30-years-after-the-ada/,Kenny Fries,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,COVID-69: Personal Protective Erotica In Parentheses,http://evergreenreview.com/read/in-parentheses/,Minerva Martinez,Erotica
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“The Ward Masquerade” and Other Poems,http://evergreenreview.com/read/the-ward-masquerade-and-other-poems/,Kirsten Irving,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,How to Disavow All That Is False in the World,http://evergreenreview.com/read/how-to-disavow-all-that-is-false-in-the-world/,Bonnie Nadzam,Fiction
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,COVID-69: Personal Protective Erotica 50 Quarantine Fantasies (Selections),http://evergreenreview.com/read/50-quarantine-fantasies/,Kait Heacock,Erotica
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“This is Singapore” On Watching Westworld in the Diaspora,http://evergreenreview.com/read/this-is-singapore-on-watching-westworld-in-the-diaspora/,Joanne Leow,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“Blackouts” and Other Poems,http://evergreenreview.com/read/blackouts-and-other-poems/,Paul Stinson,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,Palestine: Even Covid-19 Cannot Stop Israeli Occupation,http://evergreenreview.com/read/palestine-even-covid-19-cannot-stop-israeli-occupation/,Ibtisam Azem,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,Limbo,http://evergreenreview.com/read/r-marshall-limbo/,Robert(a) Marshall,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,COVID-69: Personal Protective Erotica Patrick Gets Inspired,http://evergreenreview.com/read/patrick-gets-inspired/,Megan Milks,Erotica
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“Recovery” and Other Poems,http://evergreenreview.com/read/recovery-and-other-poems/,Christian Roberts,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,A More Perfect Reunion,http://evergreenreview.com/read/a-more-perfect-reunion/,Calvin Baker,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,Postcard From Now,http://evergreenreview.com/read/postcard-from-now/,Laurie Stone,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,Curfew Nights,http://evergreenreview.com/read/curfew-nights/,Suzanne Gardinier,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“Domesticated Interior” and Other Poems,http://evergreenreview.com/read/domesticated-interior-and-other-poems/,James Midgley,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,The Alien and the Sovereign: Yellow Peril in Pandemic Times,http://evergreenreview.com/read/the-alien-and-the-sovereign-yellow-peril-in-pandemic-times/,Ju-Hyun Park,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,African Lives Matter: The Future Crisis,http://evergreenreview.com/read/african-lives-matter-the-future-crisis/,Jeffery Renard Allen,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,COVID-69: Personal Protective Erotica Glass Mask,http://evergreenreview.com/read/glass-mask/,Wednesday Black,Erotica
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“Dear Professor” and Other Poems,http://evergreenreview.com/read/dear-professor-and-other-poems/,Hannah Lowe,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,Exceptionalism Redux,http://evergreenreview.com/read/exceptionalism-redux/,Mark Jacobs,Fiction
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,COVID-69: Personal Protective Erotica The Neighbor,http://evergreenreview.com/read/the-neighbor/,Diana Spechler,Erotica
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,"So Long, and Thanks for Nothing",http://evergreenreview.com/read/so-long-and-thanks-for-nothing/,Yasmin Nair,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“Suiteroom – Take 1” and Other Poems,http://evergreenreview.com/read/suiteroom-and-other-poems-lune-loh/,Lune Loh,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,Year One,http://evergreenreview.com/read/year-one/,N.F. Gregg,Fiction
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“Diagnostics” and Other Poems,http://evergreenreview.com/read/diagnostics-and-other-poems/,Gary J. Shipley,Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,COVID-69: Personal Protective Erotica Aries,http://evergreenreview.com/read/camille-claudel-aries/,Camille Claudel,Erotica
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,"COVID-69: Personal Protective Erotica Behind the Bars, No World",http://evergreenreview.com/read/behind-the-bars-no-world/,Alexis N. Wright,Erotica
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,De Chirico’s Ghosts,http://evergreenreview.com/read/de-chiricos-ghosts/,Douglas Anthony Cooper,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,"Dormant Uses, Queer Histories: Italy, Crisis, and the Myth of Safety",http://evergreenreview.com/read/dormant-uses-queer-histories/,Allison Grimaldi Donahue,Essay
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“And between ABC and Onetimesone” and other poems,http://evergreenreview.com/read/and-between-abc-and-onetimesone-and-other-poems/,"Heiner Müller, James Reidel",Poems
http://evergreenreview.com/ss20/,Spring / Summer,,Spring / Summer 2020,“The Castles of America” and Other Poems,http://evergreenreview.com/read/3-poems-andrew-shields/,Andrew Shields,Poems
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,“Supermassive Cannibals” and Other Poems,http://evergreenreview.com/read/supermassive-cannibals-and-other-poems/,Gary J. Shipley,Poems
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Be Careful with Your Wife,http://evergreenreview.com/read/be-careful-with-your-wife/,Helsea Ikwanga,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,My Pandemic,http://evergreenreview.com/read/my-pandemic/,Joyce Johnson,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,The Evergreen Review Podcast #006 - Robert Guffey,https://evergreenreview.com/podcast/006-robert-guffey,Robert Guffey,Podcast
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Pigeon Politics,http://evergreenreview.com/read/pigeon-politics/,Fahim Amir,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Swinish Multitudes,http://evergreenreview.com/read/swinish-multitudes/,Fahim Amir,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Two Poems,http://evergreenreview.com/read/two-poems-by-lesego-rampolokeng/,Lesego Rampolokeng,Poems
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,“The Counterworld” and Other Poems,http://evergreenreview.com/read/the-counterworld-and-other-poems/,Mathew Weitman,Poems
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"If You’re Into Eating Children’s Brains, You’ve Got a Four-Year Free Ride: A QAnon Bedtime Story (Part 4)",http://evergreenreview.com/read/if-youre-into-eating-childrens-brains-youve-got-a-four-year-free-ride-4/,Robert Guffey,Bedtime Story
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"If You’re Into Eating Children’s Brains, You’ve Got a Four-Year Free Ride: A QAnon Bedtime Story (Part 3)",http://evergreenreview.com/read/if-youre-into-eating-childrens-brains-youve-got-a-four-year-free-ride-3/,Robert Guffey,Bedtime Story
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"If You’re Into Eating Children’s Brains, You’ve Got a Four-Year Free Ride: A QAnon Bedtime Story (Part 2)",http://evergreenreview.com/read/if-youre-into-eating-childrens-brains-youve-got-a-four-year-free-ride-2/,Robert Guffey,Bedtime Story
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"If You’re Into Eating Children’s Brains, You’ve Got a Four-Year Free Ride: A QAnon Bedtime Story (Part 1)",http://evergreenreview.com/read/if-youre-into-eating-childrens-brains-youve-got-a-four-year-free-ride-1/,Robert Guffey,Bedtime Story
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,“Parish” – A Newly Discovered Poem by Weldon Kees,http://evergreenreview.com/read/parish-a-newly-discovered-poem-by-weldon-kees/,James Reidel,Poem
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,“Day of the Nairobi Marathon” and Other Poems,http://evergreenreview.com/read/day-of-the-nairobi-marathon-and-other-poems/,Janet Remmington,Poems
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"“It's white supremacy, not sex addiction, stupid!”",https://evergreenreview.com/podcast/its-white-supremacy-not-sex-addiction-stupid,The Evergreen Review and Singapore Unbound,Podcast
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Dead friends Ode to a song no one knows,http://evergreenreview.com/read/dead-friends/,Nathan Tempey,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,“Silence in Plague Time” and Other Poems,http://evergreenreview.com/read/silence-in-plague-time-and-other-poems/,Thomas March,Poems
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Biden’s Fascist Indo-Pacific,http://evergreenreview.com/read/bidens-fascist-indo-pacific/,Ju-Hyun Park,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Lucid Dream,http://evergreenreview.com/read/lucid-dream/,Celina Su,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Elegy Abecedarian,http://evergreenreview.com/read/elegy-abecedarian/,Devi S. Laskar,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,A Love Festival (A Short Story),http://evergreenreview.com/read/a-love-festival/,Lewis Nkosi,Short Story
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,The Evergreen Review Podcast #005 - Jeanne Thornton,https://evergreenreview.com/podcast/005-jeanne-thornton,Jeanne Thornton,Podcast
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Elizabeth Duffy interviewed by Joy Garnett,http://evergreenreview.com/read/elizabeth-duffy-interview/,"Elizabeth Duffy, Joy Garnett",Interview
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,“Sun Worshippers” and Other Poems,http://evergreenreview.com/read/sun-worshippers-and-other-poems/,John Yau,Poems
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Guard Duty,http://evergreenreview.com/read/guard-duty/,Mohamedou Ould Slahi,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Weather Conditions,http://evergreenreview.com/read/weather-conditions/,Laurie Stone,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,John Ashbery’s Music Library: A Playlist,http://evergreenreview.com/read/from-john-ashberys-music-library-a-playlist/,Karin Roffman,Playlist
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,Four 12s,http://evergreenreview.com/read/four-12s/,Suzanne Gardinier,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"Viral Loads: Sex, Ethics, and Erotic Representations of the Covid-19 Pandemic",http://evergreenreview.com/read/viral-loads-sex-ethics-and-erotic-representations-of-the-covid-19-pandemic/,Tucker Landesman,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"I am Kafka, a Cat",http://evergreenreview.com/read/i-am-kafka-a-cat/,Roy Vadíl Aragon,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,"Siak ni Kafka, Pusa",http://evergreenreview.com/read/siak-ni-kafka-pusa/,Roy Vadíl Aragon,
http://evergreenreview.com/ss21/,S/S,,Spring / Summer 2021,A Speech of One’s Own,http://evergreenreview.com/read/a-speech-of-ones-own/,Gina Apostol,
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,"Beauty, Vindication",http://evergreenreview.com/read/beauty-vindication/,Jamie Kahn,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Death Haiku of George Swede,http://evergreenreview.com/read/the-death-haiku-of-george-swede/,Robert Hirschfield,Poetry
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,MATERIAL WORLDS: Kangmin Kim,http://evergreenreview.com/read/material-worlds-kingmin-kim/,"Case Jernigan, Kangmin Kim",Animation/Video
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Three People,http://evergreenreview.com/read/three-people/,Laurie Stone,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Bound,http://evergreenreview.com/read/bound/,Stephanie Frazee,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,A Great Fire and Other Poems,http://evergreenreview.com/read/a-great-fire-and-other-poems/,Samuel A. Adeyemi,Poetry
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Ghosts of American Rivers,http://evergreenreview.com/read/the-ghosts-of-american-rivers/,Hank Kalet,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,MATERIAL WORLDS: Amanda Bonaiuto,http://evergreenreview.com/read/material-worlds-amanda-bonaiuto/,"Amanda Bonaiuto, Case Jernigan",Animation/Video
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Egoli – City of Gold,http://evergreenreview.com/read/egoli-city-of-gold/,Mbizo Chirasha,Poetry
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Lie,http://evergreenreview.com/read/the-lie/,Okwudili Nebeolisa,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Fear and Other Poems,http://evergreenreview.com/read/fear-and-other-poems/,Joseph Cuomo,Poetry
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Necrology,http://evergreenreview.com/read/necrology/,Jason Schwartz,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Notes of an Ambivalent Yogi,http://evergreenreview.com/read/notes-of-an-ambivalent-yogi/,Bhakti Shringarpure,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Pantisex Time,http://evergreenreview.com/read/pantisex-time/,Andrew Miller,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,How to Make Your Mother Cry,http://evergreenreview.com/read/how-to-make-your-mother-cry/,Sejal Shah,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,“I be” : Fady Joudah’s […],http://evergreenreview.com/read/i-be-fady-joudah/,Suzanne Gardinier,Essay/Review
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,South Africa’s Kind of Jazz – Thirty Years of Democracy,http://evergreenreview.com/read/south-africas-kind-of-jazz/,Hugh Mdlalose,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Devil and Lucy Sante,http://evergreenreview.com/read/the-devil-and-lucy-sante/,McKenzie Wark,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Toilet,http://evergreenreview.com/read/the-toilet/,Fred Khumalo,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Hostile Witness,http://evergreenreview.com/lad-decker-hostile-witness/,Lad Decker,Art
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Dirt Bike,http://evergreenreview.com/read/dirt-bike/,Simon Gadke,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,South Africa in the Sixties,http://evergreenreview.com/read/south-africa-in-the-sixties/,Terese Svoboda,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,"Dear Sparrow, Take Me Home! and Not Yet Spring",http://evergreenreview.com/read/dear-sparrow-take-me-home/,Haya Abu Nasser,Poetry
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Jozi Nationalist,http://evergreenreview.com/read/the-jozi-nationalist/,Zukiswa Wanner,Essay
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Taxi Diaries,http://evergreenreview.com/read/taxi-diaries/,Nonzuzo Gxekwa,Art/Photography
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Death House,http://evergreenreview.com/read/the-death-house/,Paul Linczak,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Love Song to Resistance,http://evergreenreview.com/read/love-song-to-resistance/,Phillippa Yaa de Villiers,Poetry
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,With Hidden Noise: Focus on South Africa,http://evergreenreview.com/with-hidden-noise-focus-on-south-africa/,Jeffery Renard Allen,Essay/Introduction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Salton Sea,http://evergreenreview.com/read/the-salton-sea/,Brendan Schallert,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,British Broadcasting,http://evergreenreview.com/read/british-broadcasting/,Max Lawton,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Six Afghan Women Writers from The GOAT PoL,http://evergreenreview.com/read/six-afghan-women-writers-from-the-goat-pol/,Matthew Stadler,Essay/Introduction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Aida’s Dream,http://evergreenreview.com/read/aidas-dream/,Atefa Qorbani,Fiction/Story
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,"Life among Them, with a Dead Cat in the Chimney",http://evergreenreview.com/read/life-among-them-with-a-dead-cat-in-the-chimney/,Tamanna Mehrzad,Fiction/Story
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,"My Routines, Her Dreams",http://evergreenreview.com/read/my-routines-her-dreams/,Nahid Rauf,Fiction/Story
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Weird Wednesday’s Black Oranges,http://evergreenreview.com/read/weird-wednesdays-black-oranges/,Freshta Azimi,Fiction/Story
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Girl and the Slaughterhouse,http://evergreenreview.com/read/the-girl-and-the-slaughterhouse/,Parwana Amiri,Fiction/Story
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,The Garden,http://evergreenreview.com/read/the-garden/,Mozhgan Mahjoob,Fiction/Story
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,I am not Hafiz’s Wife,http://evergreenreview.com/read/i-am-not-hafizs-wife/,Atefa Qorbani,Fiction/Story
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Substitutions,http://evergreenreview.com/read/substitutions/,Jess Richardson,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,On RJ Hearing Ray Charles Sing “America” and Other Poems,http://evergreenreview.com/read/on-rj-hearing-ray-charles-sing-america-and-other-poems/,Reggie Scott Young,Poetry
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Beasts,http://evergreenreview.com/read/beasts/,Jefferey Spivey,Fiction
http://evergreenreview.com/ss24/,S/S,,Spring / Summer 2024,Untitled Salvation and Other Poems,http://evergreenreview.com/read/untitled-salvation-and-other-poems/,Stewart Shaw,Poetry
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,The Evergreen Review presents: Das Videospiel,https://evergreenreview.com/das-videospiel,An international journal of narrative design,Journal/Special Project
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,My Nuclear Family (Part 1),http://evergreenreview.com/read/my-nuclear-family-1/,Nathan Tempey,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,My Nuclear Family (Part 2),http://evergreenreview.com/read/my-nuclear-family-2/,Nathan Tempey,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Daydreamers,http://evergreenreview.com/read/daydreamers/,Alvin Lu,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,The Method,http://evergreenreview.com/read/the-method/,Lydia Stryk,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,In Memoriam Edmund White,http://evergreenreview.com/read/in-memoriam-of-edmund-white/,Rick Whitaker,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,My Life as an Insect and Other Poems,http://evergreenreview.com/read/my-life-as-an-insect-and-other-poems/,Eric Thomas Norris,Poems
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Certeza,http://evergreenreview.com/read/certeza/,Mark Jacobs,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,From AI to Auden: An Interview with Michael Anania (Part One),http://evergreenreview.com/read/from-ai-to-auden-an-interview-with-michael-anania-1/,"Joshua Corey, Michael Anania",Interview
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,From AI to Auden: An Interview with Michael Anania (Part Two),http://evergreenreview.com/read/from-ai-to-auden-an-interview-with-michael-anania-2/,"Joshua Corey, Michael Anania",Interview
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Blur,http://evergreenreview.com/read/blur/,Stephen O'Connor,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Babalon and Other Poems,http://evergreenreview.com/read/babalon-and-other-poems/,M. Elizabeth Scott,Poems
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,A Fictional Inquiry,http://evergreenreview.com/read/a-fictional-inquiry/,Daniele Del Giudice,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,we don’t go after sailors and Other Poems,http://evergreenreview.com/read/we-dont-go-after-sailors-and-other-poems/,Eliza Dzulkafli,Poems
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,My Mother’s Son,http://evergreenreview.com/read/my-mothers-son/,Ikechukwu Ogbu,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Bokeh and Other Poems,http://evergreenreview.com/read/bokeh-and-other-poems/,Dare Tunmise,Poems
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Swimming With Socks,http://evergreenreview.com/read/swimming-with-socks/,Matthew Hahn,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,They are burning ballot boxes and Other Poems,http://evergreenreview.com/read/they-are-burning-ballot-boxes-and-other-poems/,Brad Vogel,Poems
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Mourning Elephants,http://evergreenreview.com/read/mourning-elephants/,Nolan Trowe,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Recalibration and Other Poems,http://evergreenreview.com/read/recalibration-and-other-poems/,Carolyn Oliver,Poems
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Gnomon and Umber,http://evergreenreview.com/read/gnomon-and-umber/,Sean McKay,
http://evergreenreview.com/ss25/,Spring / Summer,,Spring / Summer 2025,Cemetery Flowers,http://evergreenreview.com/read/cemetery-flowers/,Don Tinling,
